session_id,customer_id,session_start,session_end,num_events,session_duration
930,272.0,2022-05-14 18:39:03.648681,2022-05-14 20:43:48.648681,27,124.75
931,272.0,2022-05-21 23:33:18.648681,2022-05-21 23:33:18.648681,2,0.0
932,272.0,2022-05-25 06:06:33.648681,2022-05-25 06:19:03.648681,57,12.5
933,273.0,2022-05-17 23:25:03.648681,2022-05-17 23:25:03.648681,2,0.0
934,273.0,2022-05-22 18:10:03.648681,2022-05-22 18:10:03.648681,2,0.0
935,273.0,2022-05-25 06:37:33.648681,2022-05-25 06:37:33.648681,2,0.0
936,273.0,2022-05-25 07:15:48.648681,2022-05-25 07:15:48.648681,2,0.0
937,273.0,2022-05-25 09:26:18.648681,2022-05-25 09:34:48.648681,34,8.5
938,274.0,2022-05-20 09:06:18.648681,2022-05-20 10:39:33.648681,28,93.25
939,274.0,2022-05-22 14:45:18.648681,2022-05-22 14:45:18.648681,2,0.0
940,275.0,2022-05-20 19:32:48.648681,2022-05-20 19:32:48.648681,2,0.0
941,275.0,2022-05-24 00:43:33.648681,2022-05-24 00:43:33.648681,2,0.0
942,275.0,2022-05-25 05:06:48.648681,2022-05-25 05:06:48.648681,2,0.0
943,275.0,2022-05-25 07:35:03.648681,2022-05-25 07:35:03.648681,2,0.0
944,276.0,2022-05-17 04:19:33.648681,2022-05-17 04:19:33.648681,2,0.0
945,276.0,2022-05-20 22:05:48.648681,2022-05-21 01:34:33.648681,78,208.75
946,276.0,2022-05-25 06:12:33.648681,2022-05-25 06:25:03.648681,53,12.5
947,277.0,2022-05-18 02:58:18.648681,2022-05-18 04:30:03.648681,27,91.75
948,277.0,2022-05-23 21:46:48.648681,2022-05-23 21:46:48.648681,2,0.0
949,277.0,2022-05-25 07:49:18.648681,2022-05-25 07:49:18.648681,2,0.0
950,278.0,2022-05-16 02:29:03.648681,2022-05-16 06:25:18.648681,68,236.25
951,279.0,2022-05-19 15:59:33.648681,2022-05-19 15:59:33.648681,2,0.0
952,279.0,2022-05-22 05:45:03.648681,2022-05-22 05:45:03.648681,2,0.0
953,279.0,2022-05-25 05:16:48.648681,2022-05-25 05:16:48.648681,2,0.0
954,279.0,2022-05-25 05:52:33.648681,2022-05-25 05:52:33.648681,2,0.0
955,280.0,2022-05-14 17:07:33.648681,2022-05-14 22:37:03.648681,102,329.5
956,280.0,2022-05-18 22:23:18.648681,2022-05-19 00:19:18.648681,30,116.0
957,280.0,2022-05-23 13:53:33.648681,2022-05-23 18:46:18.648681,125,292.75
958,280.0,2022-05-25 05:44:33.648681,2022-05-25 05:44:33.648681,2,0.0
959,280.0,2022-05-25 06:34:48.648681,2022-05-25 06:34:48.648681,2,0.0
960,281.0,2022-05-19 02:04:18.648681,2022-05-19 02:04:18.648681,2,0.0
961,281.0,2022-05-20 14:31:33.648681,2022-05-20 15:51:18.648681,33,79.75
962,281.0,2022-05-22 23:29:18.648681,2022-05-23 00:40:33.648681,20,71.25
963,281.0,2022-05-25 06:20:03.648681,2022-05-25 06:20:03.648681,2,0.0
964,282.0,2022-05-20 09:08:03.648681,2022-05-20 09:08:03.648681,2,0.0
965,282.0,2022-05-25 00:16:03.648681,2022-05-25 00:16:03.648681,2,0.0
966,283.0,2022-05-17 13:49:03.648681,2022-05-17 13:49:03.648681,2,0.0
967,283.0,2022-05-23 11:04:33.648681,2022-05-23 11:04:33.648681,2,0.0
968,283.0,2022-05-25 07:17:18.648681,2022-05-25 07:17:18.648681,2,0.0
969,284.0,2022-05-19 16:15:48.648681,2022-05-19 18:46:48.648681,49,151.0
970,284.0,2022-05-25 06:42:33.648681,2022-05-25 06:42:33.648681,2,0.0
971,284.0,2022-05-25 08:57:33.648681,2022-05-25 08:57:33.648681,2,0.0
972,285.0,2022-05-16 05:33:48.648681,2022-05-16 09:32:33.648681,71,238.75
973,285.0,2022-05-20 22:07:48.648681,2022-05-20 22:07:48.648681,2,0.0
974,286.0,2022-05-14 17:01:33.648681,2022-05-14 18:41:03.648681,15,99.5
975,286.0,2022-05-23 09:13:03.648681,2022-05-23 11:15:33.648681,41,122.5
976,286.0,2022-05-24 22:11:33.648681,2022-05-25 00:05:48.648681,49,114.25
977,287.0,2022-05-24 22:05:18.648681,2022-05-24 22:18:03.648681,8,12.75
978,287.0,2022-05-25 06:53:03.648681,2022-05-25 06:53:03.648681,2,0.0
979,288.0,2022-05-15 19:57:18.648681,2022-05-15 23:25:03.648681,59,207.75
980,288.0,2022-05-19 06:30:33.648681,2022-05-19 08:43:33.648681,44,133.0
981,288.0,2022-05-24 11:08:48.648681,2022-05-24 11:08:48.648681,2,0.0
982,288.0,2022-05-25 06:20:03.648681,2022-05-25 06:20:03.648681,2,0.0
983,288.0,2022-05-25 08:31:33.648681,2022-05-25 08:31:33.648681,2,0.0
984,289.0,2022-05-19 04:17:03.648681,2022-05-19 04:47:18.648681,6,30.25
985,289.0,2022-05-25 03:35:18.648681,2022-05-25 03:35:18.648681,2,0.0
986,290.0,2022-05-15 21:05:33.648681,2022-05-16 02:30:33.648681,99,325.0
987,290.0,2022-05-23 05:52:18.648681,2022-05-23 05:52:18.648681,2,0.0
988,290.0,2022-05-24 16:53:03.648681,2022-05-24 16:53:03.648681,2,0.0
989,290.0,2022-05-25 07:03:03.648681,2022-05-25 07:03:03.648681,2,0.0
990,291.0,2022-05-16 05:08:18.648681,2022-05-16 12:12:33.648681,124,424.25
991,291.0,2022-05-20 20:31:33.648681,2022-05-21 03:07:33.648681,104,396.0
992,291.0,2022-05-23 07:43:18.648681,2022-05-23 10:54:18.648681,54,191.0
993,291.0,2022-05-25 03:48:33.648681,2022-05-25 04:44:03.648681,90,55.5
994,291.0,2022-05-25 07:41:03.648681,2022-05-25 07:55:33.648681,47,14.5
995,292.0,2022-05-17 11:28:18.648681,2022-05-17 13:43:18.648681,47,135.0
996,292.0,2022-05-19 07:41:18.648681,2022-05-19 07:41:18.648681,2,0.0
997,292.0,2022-05-23 06:11:33.648681,2022-05-23 09:26:33.648681,72,195.0
998,292.0,2022-05-25 05:46:33.648681,2022-05-25 06:01:33.648681,63,15.0
999,293.0,2022-05-18 14:35:33.648681,2022-05-18 19:54:03.648681,67,318.5
1000,293.0,2022-05-23 00:07:18.648681,2022-05-23 04:03:48.648681,67,236.5
1001,293.0,2022-05-25 05:19:03.648681,2022-05-25 05:51:03.648681,120,32.0
1002,294.0,2022-05-19 01:27:48.648681,2022-05-19 06:07:33.648681,77,279.75
1003,294.0,2022-05-23 19:17:03.648681,2022-05-23 19:17:03.648681,2,0.0
1004,294.0,2022-05-25 06:33:48.648681,2022-05-25 06:33:48.648681,2,0.0
1005,295.0,2022-05-17 18:47:33.648681,2022-05-17 19:32:03.648681,13,44.5
1006,295.0,2022-05-25 05:36:18.648681,2022-05-25 05:36:18.648681,2,0.0
1007,296.0,2022-05-16 09:42:48.648681,2022-05-16 11:30:33.648681,25,107.75
1008,296.0,2022-05-21 09:52:18.648681,2022-05-21 09:52:18.648681,2,0.0
1009,296.0,2022-05-25 05:46:18.648681,2022-05-25 05:46:18.648681,2,0.0
1010,296.0,2022-05-25 08:49:48.648681,2022-05-25 09:11:33.648681,71,21.75
1011,297.0,2022-05-20 07:04:03.648681,2022-05-20 07:04:03.648681,2,0.0
1012,297.0,2022-05-25 05:35:18.648681,2022-05-25 05:35:18.648681,2,0.0
1013,297.0,2022-05-25 09:25:48.648681,2022-05-25 09:25:48.648681,2,0.0
1014,298.0,2022-05-19 15:25:48.648681,2022-05-19 16:23:03.648681,13,57.25
1015,298.0,2022-05-25 08:46:48.648681,2022-05-25 08:59:48.648681,40,13.0
1016,299.0,2022-05-16 15:35:18.648681,2022-05-16 20:00:18.648681,77,265.0
1017,299.0,2022-05-21 20:08:03.648681,2022-05-21 20:08:03.648681,2,0.0
1018,299.0,2022-05-25 00:53:03.648681,2022-05-25 03:14:18.648681,66,141.25
1019,299.0,2022-05-25 06:13:48.648681,2022-05-25 06:13:48.648681,2,0.0
1020,300.0,2022-05-18 03:04:03.648681,2022-05-18 05:13:33.648681,38,129.5
1021,300.0,2022-05-21 06:59:33.648681,2022-05-21 06:59:33.648681,2,0.0
1022,300.0,2022-05-24 19:55:18.648681,2022-05-24 19:55:18.648681,2,0.0
1023,300.0,2022-05-25 06:08:18.648681,2022-05-25 06:27:33.648681,80,19.25
1024,301.0,2022-05-14 21:04:48.648681,2022-05-15 03:32:03.648681,111,387.25
1025,301.0,2022-05-19 03:19:18.648681,2022-05-19 03:19:18.648681,2,0.0
1026,302.0,2022-05-15 00:42:03.648681,2022-05-15 00:48:48.648681,4,6.75
1027,302.0,2022-05-21 09:16:48.648681,2022-05-21 09:16:48.648681,2,0.0
1028,302.0,2022-05-25 06:19:03.648681,2022-05-25 06:19:03.648681,2,0.0
1029,302.0,2022-05-25 07:51:03.648681,2022-05-25 07:51:03.648681,2,0.0
1030,303.0,2022-05-19 16:47:18.648681,2022-05-19 16:47:18.648681,2,0.0
1031,303.0,2022-05-22 13:00:03.648681,2022-05-22 13:00:03.648681,2,0.0
1032,303.0,2022-05-25 06:54:33.648681,2022-05-25 06:54:33.648681,2,0.0
1033,304.0,2022-05-15 00:38:18.648681,2022-05-15 03:36:48.648681,45,178.5
1034,304.0,2022-05-24 22:53:33.648681,2022-05-24 23:42:33.648681,22,49.0
1035,305.0,2022-05-16 06:50:33.648681,2022-05-16 06:50:33.648681,2,0.0
1036,305.0,2022-05-21 17:08:48.648681,2022-05-21 17:08:48.648681,2,0.0
1037,306.0,2022-05-15 11:19:18.648681,2022-05-15 13:03:18.648681,27,104.0
1038,306.0,2022-05-19 07:08:18.648681,2022-05-19 09:16:03.648681,38,127.75
1039,306.0,2022-05-25 05:26:48.648681,2022-05-25 05:44:48.648681,66,18.0
1040,306.0,2022-05-25 09:28:48.648681,2022-05-25 09:28:48.648681,2,0.0
1041,307.0,2022-05-14 14:57:33.648681,2022-05-14 16:51:18.648681,32,113.75
1042,307.0,2022-05-18 06:41:03.648681,2022-05-18 08:42:18.648681,37,121.25
1043,307.0,2022-05-20 04:17:48.648681,2022-05-20 04:17:48.648681,2,0.0
1044,307.0,2022-05-25 05:49:18.648681,2022-05-25 05:49:18.648681,2,0.0
1045,308.0,2022-05-17 17:12:18.648681,2022-05-17 20:37:48.648681,48,205.5
1046,308.0,2022-05-25 06:45:03.648681,2022-05-25 06:45:03.648681,2,0.0
1047,309.0,2022-05-18 23:28:33.648681,2022-05-19 01:56:48.648681,43,148.25
1048,309.0,2022-05-22 02:49:48.648681,2022-05-22 04:11:18.648681,31,81.5
1049,310.0,2022-05-24 10:44:03.648681,2022-05-24 12:13:03.648681,33,89.0
1050,310.0,2022-05-25 06:24:33.648681,2022-05-25 06:24:33.648681,2,0.0
1051,311.0,2022-05-15 01:25:33.648681,2022-05-15 01:25:33.648681,2,0.0
1052,311.0,2022-05-17 08:46:33.648681,2022-05-17 08:46:33.648681,2,0.0
1053,311.0,2022-05-21 14:24:03.648681,2022-05-21 14:24:03.648681,2,0.0
1054,311.0,2022-05-25 05:20:18.648681,2022-05-25 05:20:18.648681,2,0.0
1055,312.0,2022-05-16 05:09:48.648681,2022-05-16 05:09:48.648681,2,0.0
1056,312.0,2022-05-19 23:56:33.648681,2022-05-19 23:56:33.648681,2,0.0
1057,312.0,2022-05-24 07:45:18.648681,2022-05-24 07:45:18.648681,2,0.0
1058,312.0,2022-05-25 05:56:48.648681,2022-05-25 05:56:48.648681,2,0.0
1059,313.0,2022-05-14 13:40:18.648681,2022-05-14 16:12:33.648681,46,152.25
1060,313.0,2022-05-20 07:01:03.648681,2022-05-20 08:50:18.648681,43,109.25
1061,313.0,2022-05-24 17:05:33.648681,2022-05-24 17:05:33.648681,2,0.0
1062,313.0,2022-05-25 05:43:03.648681,2022-05-25 05:43:03.648681,2,0.0
1063,313.0,2022-05-25 08:55:18.648681,2022-05-25 09:04:03.648681,32,8.75
1064,314.0,2022-05-17 22:00:03.648681,2022-05-18 00:29:03.648681,40,149.0
1065,314.0,2022-05-20 22:42:33.648681,2022-05-20 22:42:33.648681,2,0.0
1066,314.0,2022-05-25 06:49:03.648681,2022-05-25 06:49:03.648681,2,0.0
1067,315.0,2022-05-14 18:54:18.648681,2022-05-14 20:32:48.648681,20,98.5
1068,315.0,2022-05-17 16:40:18.648681,2022-05-17 16:40:18.648681,2,0.0
1069,315.0,2022-05-22 17:00:03.648681,2022-05-22 18:47:48.648681,35,107.75
1070,315.0,2022-05-25 05:06:03.648681,2022-05-25 05:06:03.648681,2,0.0
1071,315.0,2022-05-25 06:18:18.648681,2022-05-25 06:18:18.648681,2,0.0
1072,315.0,2022-05-25 07:27:48.648681,2022-05-25 07:27:48.648681,2,0.0
1073,316.0,2022-05-15 09:42:48.648681,2022-05-15 12:01:03.648681,32,138.25
1074,316.0,2022-05-17 10:52:18.648681,2022-05-17 10:52:18.648681,2,0.0
1075,316.0,2022-05-20 16:18:48.648681,2022-05-20 16:18:48.648681,2,0.0
1076,316.0,2022-05-24 20:21:03.648681,2022-05-24 20:21:03.648681,2,0.0
1077,316.0,2022-05-25 05:47:03.648681,2022-05-25 05:47:03.648681,2,0.0
1078,316.0,2022-05-25 06:29:18.648681,2022-05-25 06:29:18.648681,2,0.0
1079,317.0,2022-05-18 19:18:03.648681,2022-05-18 19:18:03.648681,2,0.0
1080,317.0,2022-05-23 08:06:18.648681,2022-05-23 08:06:18.648681,2,0.0
1081,317.0,2022-05-25 05:48:48.648681,2022-05-25 05:48:48.648681,2,0.0
1082,317.0,2022-05-25 09:20:18.648681,2022-05-25 09:20:18.648681,2,0.0
1083,318.0,2022-05-25 06:43:48.648681,2022-05-25 06:43:48.648681,2,0.0
1084,319.0,2022-05-15 11:13:48.648681,2022-05-15 11:30:18.648681,6,16.5
1085,319.0,2022-05-21 13:55:48.648681,2022-05-21 13:55:48.648681,2,0.0
1086,319.0,2022-05-25 04:54:03.648681,2022-05-25 04:54:03.648681,2,0.0
1087,319.0,2022-05-25 06:09:33.648681,2022-05-25 06:09:33.648681,2,0.0
1088,319.0,2022-05-25 08:25:18.648681,2022-05-25 08:34:48.648681,30,9.5
1089,320.0,2022-05-17 08:49:48.648681,2022-05-17 08:49:48.648681,2,0.0
1090,320.0,2022-05-25 05:00:48.648681,2022-05-25 05:00:48.648681,2,0.0
1091,320.0,2022-05-25 06:45:18.648681,2022-05-25 06:45:18.648681,2,0.0
1092,321.0,2022-05-17 06:08:48.648681,2022-05-17 06:08:48.648681,2,0.0
1093,321.0,2022-05-23 10:00:48.648681,2022-05-23 10:00:48.648681,2,0.0
1094,321.0,2022-05-25 06:29:18.648681,2022-05-25 06:36:33.648681,31,7.25
1095,322.0,2022-05-18 13:01:33.648681,2022-05-18 13:14:03.648681,2,12.5
1096,322.0,2022-05-25 07:23:33.648681,2022-05-25 07:23:33.648681,2,0.0
1097,323.0,2022-05-18 04:24:48.648681,2022-05-18 05:45:48.648681,25,81.0
1098,323.0,2022-05-25 09:03:03.648681,2022-05-25 09:03:03.648681,2,0.0
1099,324.0,2022-05-15 16:51:18.648681,2022-05-15 20:21:03.648681,55,209.75
1100,324.0,2022-05-25 06:02:03.648681,2022-05-25 06:06:48.648681,20,4.75
1101,325.0,2022-05-16 03:03:48.648681,2022-05-16 03:03:48.648681,2,0.0
1102,325.0,2022-05-22 07:23:03.648681,2022-05-22 08:20:18.648681,33,57.25
1103,325.0,2022-05-25 06:15:33.648681,2022-05-25 06:21:33.648681,28,6.0
1104,325.0,2022-05-25 07:06:33.648681,2022-05-25 07:06:33.648681,2,0.0
1105,326.0,2022-05-19 13:05:48.648681,2022-05-19 13:55:18.648681,17,49.5
1106,326.0,2022-05-25 05:24:33.648681,2022-05-25 05:24:33.648681,2,0.0
1107,326.0,2022-05-25 08:39:03.648681,2022-05-25 08:39:03.648681,2,0.0
1108,327.0,2022-05-18 23:04:03.648681,2022-05-18 23:38:18.648681,6,34.25
1109,327.0,2022-05-22 17:51:18.648681,2022-05-22 17:51:18.648681,2,0.0
1110,327.0,2022-05-25 06:44:18.648681,2022-05-25 06:44:18.648681,2,0.0
1111,327.0,2022-05-25 08:01:18.648681,2022-05-25 08:13:18.648681,35,12.0
1112,328.0,2022-05-15 06:13:18.648681,2022-05-15 06:39:48.648681,6,26.5
1113,328.0,2022-05-18 03:01:18.648681,2022-05-18 03:01:18.648681,2,0.0
1114,328.0,2022-05-20 19:08:48.648681,2022-05-20 19:08:48.648681,2,0.0
1115,328.0,2022-05-22 21:58:33.648681,2022-05-22 21:58:33.648681,2,0.0
1116,328.0,2022-05-25 06:19:48.648681,2022-05-25 06:19:48.648681,2,0.0
1117,329.0,2022-05-15 14:33:18.648681,2022-05-15 14:33:18.648681,2,0.0
1118,329.0,2022-05-22 09:04:18.648681,2022-05-22 09:04:18.648681,2,0.0
1119,330.0,2022-05-16 17:50:48.648681,2022-05-16 20:34:18.648681,43,163.5
1120,330.0,2022-05-19 04:57:18.648681,2022-05-19 06:10:33.648681,28,73.25
1121,330.0,2022-05-21 05:32:48.648681,2022-05-21 05:32:48.648681,2,0.0
1122,330.0,2022-05-25 07:01:48.648681,2022-05-25 07:01:48.648681,2,0.0
1123,330.0,2022-05-25 07:49:03.648681,2022-05-25 07:49:03.648681,2,0.0
1124,331.0,2022-05-19 05:14:48.648681,2022-05-19 05:14:48.648681,2,0.0
1125,331.0,2022-05-25 04:31:03.648681,2022-05-25 04:46:03.648681,41,15.0
1126,331.0,2022-05-25 06:48:03.648681,2022-05-25 06:48:03.648681,2,0.0
1127,332.0,2022-05-15 16:18:48.648681,2022-05-15 17:20:03.648681,13,61.25
1128,332.0,2022-05-21 19:30:48.648681,2022-05-21 19:30:48.648681,2,0.0
1129,332.0,2022-05-25 02:47:33.648681,2022-05-25 03:37:18.648681,22,49.75
1130,332.0,2022-05-25 07:12:48.648681,2022-05-25 07:12:48.648681,2,0.0
1131,332.0,2022-05-25 09:23:33.648681,2022-05-25 09:23:33.648681,2,0.0
1132,333.0,2022-05-23 15:06:33.648681,2022-05-23 15:06:33.648681,2,0.0
1133,333.0,2022-05-24 23:05:03.648681,2022-05-24 23:05:03.648681,2,0.0
1134,333.0,2022-05-25 09:09:18.648681,2022-05-25 09:09:18.648681,2,0.0
1135,334.0,2022-05-18 20:00:33.648681,2022-05-18 20:00:33.648681,2,0.0
1136,334.0,2022-05-22 16:21:03.648681,2022-05-22 16:21:03.648681,2,0.0
1137,334.0,2022-05-25 06:35:48.648681,2022-05-25 06:35:48.648681,2,0.0
1138,335.0,2022-05-17 17:20:48.648681,2022-05-17 17:20:48.648681,2,0.0
1139,335.0,2022-05-19 18:44:18.648681,2022-05-19 18:44:18.648681,2,0.0
1140,336.0,2022-05-18 10:39:03.648681,2022-05-18 10:39:03.648681,2,0.0
1141,336.0,2022-05-24 18:54:18.648681,2022-05-24 18:54:18.648681,2,0.0
1142,337.0,2022-05-19 04:49:33.648681,2022-05-19 07:16:33.648681,43,147.0
1143,337.0,2022-05-24 09:58:18.648681,2022-05-24 09:58:18.648681,2,0.0
1144,338.0,2022-05-19 02:26:18.648681,2022-05-19 05:39:18.648681,55,193.0
1145,338.0,2022-05-23 11:58:18.648681,2022-05-23 11:58:18.648681,2,0.0
1146,338.0,2022-05-25 08:04:18.648681,2022-05-25 08:25:18.648681,47,21.0
1147,339.0,2022-05-17 15:16:33.648681,2022-05-17 15:16:33.648681,2,0.0
1148,339.0,2022-05-23 15:23:48.648681,2022-05-23 16:37:33.648681,26,73.75
1149,339.0,2022-05-25 03:54:48.648681,2022-05-25 03:54:48.648681,2,0.0
1150,340.0,2022-05-23 21:07:33.648681,2022-05-23 22:02:48.648681,27,55.25
1151,340.0,2022-05-25 05:59:03.648681,2022-05-25 05:59:03.648681,2,0.0
1152,341.0,2022-05-18 23:25:18.648681,2022-05-18 23:25:18.648681,2,0.0
1153,341.0,2022-05-21 17:30:18.648681,2022-05-21 17:30:18.648681,2,0.0
1154,341.0,2022-05-24 03:07:33.648681,2022-05-24 03:07:33.648681,2,0.0
1155,341.0,2022-05-25 05:14:18.648681,2022-05-25 05:14:18.648681,2,0.0
1156,341.0,2022-05-25 09:23:33.648681,2022-05-25 09:23:33.648681,2,0.0
1157,342.0,2022-05-18 07:47:03.648681,2022-05-18 12:07:18.648681,60,260.25
1158,342.0,2022-05-20 22:37:48.648681,2022-05-20 22:37:48.648681,2,0.0
1159,342.0,2022-05-25 05:49:48.648681,2022-05-25 05:49:48.648681,2,0.0
1160,342.0,2022-05-25 06:48:48.648681,2022-05-25 07:10:33.648681,82,21.75
1161,342.0,2022-05-25 09:14:33.648681,2022-05-25 09:24:18.648681,37,9.75
1162,343.0,2022-05-14 16:55:18.648681,2022-05-14 17:52:33.648681,19,57.25
1163,343.0,2022-05-19 21:58:03.648681,2022-05-19 21:58:03.648681,2,0.0
1164,343.0,2022-05-24 20:55:03.648681,2022-05-24 20:55:03.648681,2,0.0
1165,343.0,2022-05-25 05:57:33.648681,2022-05-25 05:57:33.648681,2,0.0
1166,343.0,2022-05-25 07:09:33.648681,2022-05-25 07:09:33.648681,2,0.0
1167,344.0,2022-05-17 14:17:18.648681,2022-05-17 17:51:48.648681,43,214.5
1168,344.0,2022-05-23 13:15:33.648681,2022-05-23 13:15:33.648681,2,0.0
1169,344.0,2022-05-25 06:19:18.648681,2022-05-25 06:43:48.648681,93,24.5
1170,345.0,2022-05-17 23:50:33.648681,2022-05-18 02:13:48.648681,37,143.25
1171,345.0,2022-05-20 00:11:18.648681,2022-05-20 00:11:18.648681,2,0.0
1172,345.0,2022-05-22 06:20:33.648681,2022-05-22 06:20:33.648681,2,0.0
1173,345.0,2022-05-25 05:30:03.648681,2022-05-25 05:30:03.648681,2,0.0
1174,345.0,2022-05-25 09:00:03.648681,2022-05-25 09:00:03.648681,2,0.0
1175,346.0,2022-05-19 18:04:33.648681,2022-05-19 18:31:48.648681,9,27.25
1176,347.0,2022-05-14 16:14:33.648681,2022-05-14 16:48:18.648681,6,33.75
1177,347.0,2022-05-20 23:12:03.648681,2022-05-20 23:12:03.648681,2,0.0
1178,347.0,2022-05-24 13:29:48.648681,2022-05-24 13:29:48.648681,2,0.0
1179,347.0,2022-05-25 06:36:18.648681,2022-05-25 06:36:18.648681,2,0.0
1180,348.0,2022-05-15 11:50:18.648681,2022-05-15 11:50:18.648681,2,0.0
1181,348.0,2022-05-22 00:36:03.648681,2022-05-22 00:36:03.648681,2,0.0
1182,348.0,2022-05-25 06:05:03.648681,2022-05-25 06:05:03.648681,2,0.0
1183,348.0,2022-05-25 08:33:33.648681,2022-05-25 08:33:33.648681,2,0.0
1184,349.0,2022-05-17 09:22:03.648681,2022-05-17 11:56:33.648681,46,154.5
1185,349.0,2022-05-20 18:36:33.648681,2022-05-20 19:48:48.648681,33,72.25
1186,349.0,2022-05-23 08:20:33.648681,2022-05-23 10:24:33.648681,43,124.0
1187,349.0,2022-05-25 06:20:03.648681,2022-05-25 06:20:03.648681,2,0.0
1188,350.0,2022-05-18 23:38:33.648681,2022-05-19 01:04:48.648681,23,86.25
1189,350.0,2022-05-22 20:33:33.648681,2022-05-22 23:03:33.648681,41,150.0
1190,350.0,2022-05-25 06:30:33.648681,2022-05-25 06:30:33.648681,2,0.0
1191,351.0,2022-05-18 00:05:48.648681,2022-05-18 03:27:18.648681,50,201.5
1192,351.0,2022-05-25 04:04:03.648681,2022-05-25 04:04:03.648681,2,0.0
1193,352.0,2022-05-17 10:29:03.648681,2022-05-17 12:59:48.648681,42,150.75
1194,352.0,2022-05-25 05:45:03.648681,2022-05-25 06:06:03.648681,78,21.0
1195,353.0,2022-05-17 09:53:33.648681,2022-05-17 10:38:03.648681,17,44.5
1196,353.0,2022-05-22 22:53:48.648681,2022-05-23 00:34:33.648681,34,100.75
1197,353.0,2022-05-25 06:15:33.648681,2022-05-25 06:15:33.648681,2,0.0
1198,353.0,2022-05-25 08:37:48.648681,2022-05-25 08:46:33.648681,28,8.75
1199,354.0,2022-05-15 03:09:03.648681,2022-05-15 03:24:18.648681,2,15.25
1200,354.0,2022-05-20 02:14:18.648681,2022-05-20 02:53:18.648681,20,39.0
1201,354.0,2022-05-22 08:08:03.648681,2022-05-22 08:08:03.648681,2,0.0
1202,354.0,2022-05-25 05:57:33.648681,2022-05-25 06:03:03.648681,21,5.5
1203,354.0,2022-05-25 09:03:33.648681,2022-05-25 09:03:33.648681,2,0.0
1204,355.0,2022-05-19 01:38:18.648681,2022-05-19 01:38:18.648681,2,0.0
1205,356.0,2022-05-17 06:09:48.648681,2022-05-17 06:09:48.648681,2,0.0
1206,356.0,2022-05-23 12:05:33.648681,2022-05-23 12:05:33.648681,2,0.0
1207,356.0,2022-05-25 04:41:33.648681,2022-05-25 04:41:33.648681,2,0.0
1208,356.0,2022-05-25 07:46:33.648681,2022-05-25 07:46:33.648681,2,0.0
1209,357.0,2022-05-17 10:07:48.648681,2022-05-17 10:07:48.648681,2,0.0
1210,357.0,2022-05-20 01:11:03.648681,2022-05-20 04:14:18.648681,60,183.25
1211,357.0,2022-05-24 13:30:48.648681,2022-05-24 13:30:48.648681,2,0.0
1212,357.0,2022-05-25 08:26:48.648681,2022-05-25 08:54:48.648681,80,28.0
1213,358.0,2022-05-15 04:23:33.648681,2022-05-15 05:57:03.648681,18,93.5
1214,358.0,2022-05-20 17:28:33.648681,2022-05-20 17:28:33.648681,2,0.0
1215,358.0,2022-05-24 20:20:03.648681,2022-05-24 21:16:03.648681,37,56.0
1216,358.0,2022-05-25 05:11:48.648681,2022-05-25 05:25:48.648681,49,14.0
1217,359.0,2022-05-19 09:07:03.648681,2022-05-19 09:07:03.648681,2,0.0
1218,359.0,2022-05-24 21:58:03.648681,2022-05-24 22:39:03.648681,17,41.0
1219,359.0,2022-05-25 07:16:03.648681,2022-05-25 07:16:03.648681,2,0.0
1220,360.0,2022-05-19 06:07:03.648681,2022-05-19 06:07:03.648681,2,0.0
1221,360.0,2022-05-25 06:06:33.648681,2022-05-25 06:06:33.648681,2,0.0
1222,360.0,2022-05-25 06:53:03.648681,2022-05-25 06:53:03.648681,2,0.0
1223,361.0,2022-05-19 09:01:33.648681,2022-05-19 11:25:48.648681,45,144.25
1224,361.0,2022-05-25 05:15:18.648681,2022-05-25 05:15:18.648681,2,0.0
1225,361.0,2022-05-25 07:08:18.648681,2022-05-25 07:08:18.648681,2,0.0
1226,362.0,2022-05-19 09:36:03.648681,2022-05-19 09:36:03.648681,2,0.0
1227,362.0,2022-05-25 07:19:03.648681,2022-05-25 07:19:03.648681,2,0.0
1228,363.0,2022-05-18 05:08:18.648681,2022-05-18 07:55:33.648681,61,167.25
1229,363.0,2022-05-22 19:46:48.648681,2022-05-22 21:25:18.648681,42,98.5
1230,363.0,2022-05-25 05:59:48.648681,2022-05-25 05:59:48.648681,2,0.0
1231,364.0,2022-05-20 17:57:33.648681,2022-05-20 18:05:33.648681,2,8.0
1232,364.0,2022-05-23 14:11:18.648681,2022-05-23 15:26:18.648681,34,75.0
1233,364.0,2022-05-25 04:55:33.648681,2022-05-25 04:55:33.648681,2,0.0
1234,364.0,2022-05-25 08:22:18.648681,2022-05-25 08:22:18.648681,2,0.0
1235,365.0,2022-05-17 18:58:18.648681,2022-05-17 18:58:18.648681,2,0.0
1236,365.0,2022-05-23 01:21:03.648681,2022-05-23 01:21:03.648681,2,0.0
1237,366.0,2022-05-16 11:50:48.648681,2022-05-16 11:50:48.648681,2,0.0
1238,366.0,2022-05-21 17:27:18.648681,2022-05-21 20:57:48.648681,45,210.5
1239,366.0,2022-05-23 13:30:33.648681,2022-05-23 13:30:33.648681,2,0.0
1240,366.0,2022-05-25 05:45:33.648681,2022-05-25 06:02:03.648681,59,16.5
1241,367.0,2022-05-19 02:37:33.648681,2022-05-19 03:53:03.648681,29,75.5
